Label,Product Name,Brand,Price,Product Link,Skin Type,Skin Concerns,Image URL,Gender,Age
cleanser,paris set of 2 white perfect milky foam face wash,loreal,₹ 238,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-set-of-2-white-perfect-milky-foam-face-wash/7640405/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7640405/2018/10/16/ba02ac69-a9ad-49e6-8c1a-faf3492bb4d61539671999557-LOreal-Paris-Set-Of-2-White-Perfect-Milky-Foam-Face-Wash-3421539671999512-1.jpg",unisex,13+
cleanser,men acno fight anti-pimple for acne prone skin facewash 150g,garnier,₹ 213,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-acno-fight-anti-pimple-for-acne-prone-skin-facewash-150g/13324928/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13324928/2021/1/11/293a5690-d00e-4302-87d5-291f45fdadb71610365088289-Garnier-Women-Face-Wash-and-Cleanser-2051610365087497-1.jpg",men,13+
cleanser,white perfectly balanced foaming cleanser 190 ml,paulas choice,₹ 1512,https://www.myntra.com/face-wash-and-cleanser/paulas-choice/paulas-choice-white-perfectly-balanced-foaming-cleanser-190-ml/13205366/buy,combination,redness,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13205366/2021/8/11/8e7ec9ca-c05c-4419-b95f-3ef9bcc12d881628671363089PaulasChoicewhitePerfectlyBalancedFoamingCleanser190ml1.jpg",unisex,13+
cleanser,"pack of 3 soothing, skin brightening & acne face wash- 100gm each",azani active care,₹ 447,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-pack-of-3-soothing-skin-brightening--acne-face-wash--100gm-each/15322564/buy,all,acne,"https://assets.myntassets.com/h_1136,q_90,w_852/v1/assets/images/15322564/2021/8/31/28f02ab9-8ca2-4d5b-8e7a-36c24b364c8d1630413988995AzaniActiveCareFaceWashtoDetoxifyDeepCleanseSootheBrightenSk1.jpg",unisex,13+
cleanser,2% salicylic acid face wash with lha 100 ml,minimalist,₹ 299,https://www.myntra.com/face-wash-and-cleanser/minimalist/minimalist-2-salicylic-acid-face-wash-with-lha-100-ml/14669014/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/31a30077-416c-4696-88e2-27f11b1214881624868879672-1.jpg",unisex,13+
cleanser,set of skin refining scrub & total face clean-up,nivea,₹ 373,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-set-of-skin-refining-scrub--total-face-clean-up/15060818/buy,oily,"whiteheads, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15060818/2021/8/13/a1d6a351-6d6b-42ae-88cd-94356672c24c1628855688587LipCareNiveaWomenFaceMoisturisersNiveaUnisexDeodorantNiveaWo1.jpg",unisex,13+
cleanser,azani unisex pack of 3 face moisturizer cream with avocado & vitamin e,azani active care,₹ 448,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-unisex-pack-of-3-face-moisturizer-cream-with-avocado--vitamin-e/15322554/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15322554/2021/8/31/78ccce3a-921a-40bc-97ca-427f845b5e4e1630415356879FaceWashandCleanser1.jpg",unisex,13+
cleanser,unisex set of 2 advanced ayurveda pineapple oil control face wash (100ml each),biotique,₹ 156,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-unisex-set-of-2-advanced-ayurveda-pineapple-oil-control-face-wash-100ml-each/7437377/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7437377/2018/9/21/b5100f71-da01-4be2-bb46-35c238acef601537531195096-Biotique-Unisex-Set-of-2-Advanced-Ayurveda-Pineapple-Oil-Con-1.jpg",unisex,13+
cleanser,men skin tightening hemp foam face wash 100 ml,beardo,₹ 271,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-skin-tightening-hemp-foam-face-wash-100-ml/14665222/buy,all,redness,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14665222/2021/7/29/22db8808-2319-4694-ade7-d148e61c6fdb1627559943164-BEARDO-Men-Face-Wash-and-Cleanser-1441627559943104-1.jpg",men,13+
cleanser,unisex set of acne free purifying cleanser & toner,kaya skin clinic,₹ 560,https://www.myntra.com/face-wash-and-cleanser/kaya-skin-clinic/kaya-skin-clinic-unisex-set-of-acne-free-purifying-cleanser--toner/13537360/buy,oily,"whiteheads, acne","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13537360/2021/1/28/07343fe3-2ac2-4d00-87f1-3c81da9f81f71611818917566-Kaya-Skin-Clinic-Unisex-Face-Wash-and-Cleanser-6271611818917-1.jpg",unisex,13+
cleanser,pack of 3 unisex 1% salicylic acid face wash -100 ml each,azani active care,₹ 742,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-pack-of-3-unisex-1-salicylic-acid-face-wash--100-ml-each/15322568/buy,all,"whiteheads, acne","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15322568/2021/8/31/b878852d-c986-4107-a916-04e4e212a4011630413896239AzaniActiveCare1SalicylicAcidFaceWashForAcneProneOilySkin1.jpg",unisex,13+
cleanser,unisex pigmentbio foaming cream brightening exfoliating cleanser 200 ml,bioderma,₹ 1590,https://www.myntra.com/face-wash-and-cleanser/bioderma/bioderma-unisex-pigmentbio-foaming-cream-brightening-exfoliating-cleanser-200-ml/14993074/buy,normal,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14993074/2021/7/31/8375d073-3bea-4f8a-bcee-c42f0e6b5b8f1627743620125BIODERMA1.jpg",unisex,13+
cleanser,white perfectly balanced foaming cleanser 190 ml,paulas choice,₹ 1512,https://www.myntra.com/face-wash-and-cleanser/paulas-choice/paulas-choice-white-perfectly-balanced-foaming-cleanser-190-ml/13205366/buy,combination,redness,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/13205366/2021/8/11/8e7ec9ca-c05c-4419-b95f-3ef9bcc12d881628671363089PaulasChoicewhitePerfectlyBalancedFoamingCleanser190ml1.jpg",unisex,13+
cleanser,set of 2 facewash - deep cleansing apricot & oil clear lemon,himalaya,₹ 207,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-set-of-2-facewash---deep-cleansing-apricot--oil-clear-lemon/15063338/buy,normal,"acne, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15063338/2021/8/24/6b3293b4-e067-4d78-99e6-566e40fa3eb91629802833395-Himalaya-Unisex-Face-Wash-and-Cleanser-8161629802833223-1.jpg",unisex,13+
cleanser,sebium gel moussant face wash 200 ml,bioderma,₹ 1575,https://www.myntra.com/face-wash-and-cleanser/bioderma/bioderma-sebium-gel-moussant-face-wash-200-ml/2138160/buy,sensitive,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2138160/2021/7/1/66a286ef-126a-4b4c-ab3a-e6a4502a9c7f1625080535871-BIODERMA-Sebium-Gel-Moussant-Face-Wash-200-ml-33516250805357-1.jpg",unisex,13+
cleanser,paris set of perfect milky sustainable facial foam & revitalift crystal face serum,loreal,₹ 447,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-set-of-perfect-milky-sustainable-facial-foam--revitalift-crystal-face-serum/14464488/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14464488/2021/6/11/e35fef90-c32f-4b8d-a2b9-eda07adb62541623405519265LOrealParisSetOfPerfectMilkySustainableFacialFoamRevitaliftC1.jpg",unisex,13+
cleanser,2% salicylic acid face wash with lha 100 ml,minimalist,₹ 299,https://www.myntra.com/face-wash-and-cleanser/minimalist/minimalist-2-salicylic-acid-face-wash-with-lha-100-ml/14669014/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/31a30077-416c-4696-88e2-27f11b1214881624868879672-1.jpg",unisex,13+
cleanser,natural aloe vera powder for hair & face,havintha,₹ 299,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-aloe-vera-powder-for-hair--face/15386566/buy,dry,"wrinkles, acne, redness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15386566/2021/9/7/a108704f-c14d-4327-a578-2ec4ef3be1851630998492784HavinthaNaturalAloeveraPowderforHairGrowthFaceWash1.jpg",unisex,13+
cleanser,set of 2 face wash & face scrub set,himalaya,₹ 266,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-set-of-2-face-wash--face-scrub-set/7094582/buy,normal,"acne, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/7094582/2020/4/20/9a0ab720-07fb-485a-a1bb-1f92a6d9bbaa1587386806459-Himalaya-Unisex-Face-Wash--Face-Scrub-Set-3341587386805834-1.jpg",unisex,13+
cleanser,charcoal ylang-ylang & argan face wash 100 ml,the man company,₹ 247,https://www.myntra.com/face-wash-and-cleanser/the-man-company/the-man-company-charcoal-ylang-ylang--argan-face-wash-100-ml/2111929/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2111929/2020/9/6/19b2d6bb-d8a9-471b-a762-707c00c8d1971599372828471-THE-MAN-COMPANY-Charcoal-Ylang-Ylang--Argan-Face-Wash-100-ml-1.jpg",unisex,13+
mask-and-peel,"bio fruit whitening, depigmentation & tan removal sustainable face pack 100 g",biotique,₹ 82,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-fruit-whitening-depigmentation--tan-removal-sustainable-face-pack-100-g/8974027/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/8974027/2021/2/10/cf76ba6a-d5fb-450b-8890-fd90d1cf7d271612953804975BiotiqueBioFruitWhiteningDepigmentationTanRemovalSustainable1.jpg",unisex,13+
mask-and-peel,green tea acne-action & oil control face mask 60 gm,phy,₹ 400,https://www.myntra.com/mask-and-peel/phy/phy-green-tea-acne-action--oil-control-face-mask-60-gm/15102712/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15102712/2021/9/2/0bafe89f-6257-4558-ba85-02ddfb5aed411630554958430-Phy-Green-Tea-Acne-Action--Oil-Control-Face-Mask-60-gm-48216-1.jpg",unisex,13+
mask-and-peel,bio fruit whitening & depigmentation sustainable face pack 75 g,biotique,₹ 117,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-fruit-whitening--depigmentation-sustainable-face-pack-75-g/1661414/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661414/2021/2/10/81d2f931-403f-4c04-98e5-fafc824b16f31612953554428BiotiqueBioFruitWhiteningDepigmentationSustainableFacePack751.jpg",unisex,13+
mask-and-peel,naked & raw tan removal coffee sustainable face mask - 100g,mcaffeine,₹ 517,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-naked--raw-tan-removal-coffee-sustainable-face-mask---100g/10901914/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10901914/2021/8/11/78dbcc17-b4b7-41a2-a669-801536ebac321628672098772-MCaffeine-Naked--Raw-Tan-Removal-Coffee-Sustainable-Face-Mas-3.jpg",unisex,13+
mask-and-peel,real nature brightening rice face mask,the face shop,₹ 100,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-brightening-rice-face-mask/6687977/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/6687977/2019/9/5/f90d6004-0353-4569-bd7a-69ee514567d61567687239298-The-Face-Shop-Real-Nature-Brightening-Rice-Face-Mask-20-g-75-1.jpg",unisex,13+
mask-and-peel,transparent customized face mask,skinkraft,₹ 497,https://www.myntra.com/mask-and-peel/skinkraft/skinkraft-transparent-customized-face-mask/15348458/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15348458/2021/9/3/9ad38937-73e9-4521-88a7-99d1f710695b1630652458339na1.jpg",unisex,13+
mask-and-peel,activated pumpkin enzyme mask with glycolic acid 100 g,arias by lara dutta,₹ 225,https://www.myntra.com/mask-and-peel/arias-by-lara-dutta/arias-by-lara-dutta-activated-pumpkin-enzyme-mask-with-glycolic-acid-100-g/15239824/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15239824/2021/9/13/e6028516-0f03-4b59-a934-4e04419c98291631542966139-ARIAS-By-LARA-DUTTA-Activated-Pumpkin-Enzyme-Mask-With-Glyco-1.jpg",unisex,13+
mask-and-peel,vedix customized ayurvedic face pack,vedix,₹ 399,https://www.myntra.com/mask-and-peel/vedix/vedix-customized-ayurvedic-face-pack/15459032/buy,combination,"redness, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15459032/2021/9/15/b585f59c-a00d-4f9e-8533-c7129c4645061631710450005fabGLOBALWomenNavyBlueEthnicMotifsPrintedKurtaMaskandPeelVED1.jpg",unisex,13+
mask-and-peel,real nature avocado face mask 20 g,the face shop,₹ 100,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-avocado-face-mask-20-g/2484862/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2484862/2021/8/11/b47e7ad3-5f9f-4161-948a-1d8be84e35a71628658968274TheFaceShopRealNatureAvocadoFaceMask20g1.jpg",unisex,13+
mask-and-peel,pack of 6 tea tree nose strips,miss claire,₹ 131,https://www.myntra.com/mask-and-peel/miss-claire/miss-claire-pack-of-6-tea-tree-nose-strips/14294098/buy,combination,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14294098/2021/8/5/00372f3e-1286-4cd6-b956-635f18f34b5c1628143393761-Miss-Claire-Women-Mask-and-Peel-2671628143393608-1.jpg",unisex,13+
mask-and-peel,paris pure-clay detoxify charcoal face mask 50 g,loreal,₹ 450,https://www.myntra.com/mask-and-peel/loreal/loreal-paris-pure-clay-detoxify-charcoal-face-mask-50-g/3885711/buy,all,whiteheads,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/3885711/2018/4/17/11523957765154-LOreal-Women-Mask-and-Peel-1091523957765085-1.jpg",unisex,13+
mask-and-peel,avasya clarifying clay mask for acne prone skin ayurvedic face pack- 100gm,vedix,₹ 399,https://www.myntra.com/mask-and-peel/vedix/vedix-avasya-clarifying-clay-mask-for-acne-prone-skin-ayurvedic-face-pack--100gm/15458414/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15458414/2021/9/16/7f8292ed-2588-4833-8c20-93df70a0c7071631752257063MaskandPeel1.jpg",unisex,13+
mask-and-peel,green tea clear sustainable face mask,plum,₹ 416,https://www.myntra.com/mask-and-peel/plum/plum-green-tea-clear-sustainable-face-mask/1460742/buy,oily,"whiteheads, acne","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1460742/2021/5/21/d3d23965-1f8a-4bf0-95ed-badf97d7eca31621573849064PlumGreenTeaClearSustainableFaceMask1.jpg",unisex,13+
mask-and-peel,real nature pomegranate face mask,the face shop,₹ 100,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-pomegranate-face-mask/2484863/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/2484863/2019/9/5/e7ace59f-4bc6-4885-b739-7fc53b00c2291567687657756-The-Face-Shop-Real-Nature-Pomegranate-Face-Mask-20-g-5511567-1.jpg",unisex,13+
mask-and-peel,beige multani clay,pratha,₹ 189,https://www.myntra.com/mask-and-peel/pratha/pratha-beige-multani-clay-/15533928/buy,sensitive,whiteheads,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15533928/2021/9/20/6cccecf2-6cf3-41b0-88d9-a84bd555c0cf1632141521963MultaniClaywithturmericrosebudssandelwood1.jpg",unisex,13+
mask-and-peel,facial ubtan multani mitti 85g,forest essentials,₹ 1050,https://www.myntra.com/mask-and-peel/forest-essentials/forest-essentials-facial-ubtan-multani-mitti-85g/12680134/buy,all,"whiteheads, redness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12680134/2021/8/11/5bf8bfb6-1c4e-4fb9-a848-ef9ccc6f9e601628669527778-Forest-Essentials-Multani-Mitti-Facial-Ubtan-85-gm-903162866-1.jpg",unisex,13+
mask-and-peel,bio myristica spot corrector anti-acne sustainable face pack 20 g,biotique,₹ 117,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-myristica-spot-corrector-anti-acne-sustainable-face-pack-20-g/1661420/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661420/2021/4/14/c6dac939-d5e2-45d5-b13b-a129e5dfc2501618385222559-Biotique-Bio-Myristica-Spot-Corrector-Anti-Acne-Sustainable--1.jpg",unisex,13+
mask-and-peel,vitamin c glow face mask 50 g,good vibes,₹ 225,https://www.myntra.com/mask-and-peel/good-vibes/good-vibes-vitamin-c-glow-face-mask-50-g/15573506/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15573506/2021/9/23/8fe84f05-8564-48e7-b047-038f2ad4b24b1632381412776GoodVibesVitaminCGlowFaceMask50g1.jpg",unisex,13+
mask-and-peel,mcaffeine cappuccino coffee face mask - kills 99.9% acne causing germs with salicylic acid (100 g),mcaffeine,₹ 517,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-cappuccino-coffee-face-mask---kills-999-acne-causing-germs-with-salicylic-acid-100-g/14193526/buy,all,"whiteheads, acne","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14193526/2021/10/19/0d9d6c27-3f30-4539-9964-f1fd23ad1e871634644372255-mCaffeine-Cappuccino-Coffee-Face-Mask---Kills-999-Acne-Causi-15.jpg",unisex,13+
mask-and-peel,customized face mask niacinamide with peptide anti-ageing face mask - 100 g,skinkraft,₹ 497,https://www.myntra.com/mask-and-peel/skinkraft/skinkraft-customized-face-mask-niacinamide-with-peptide-anti-ageing-face-mask---100-g/15348454/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15348454/2021/9/3/63d9d475-06e5-4a8a-a486-c85a2f584b931630650776025a1.jpg",unisex,13+
mask-and-peel,bio peach clarifying & refining peel-off mask 50 gm,biotique,₹ 117,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-peach-clarifying--refining-peel-off-mask-50-gm/1661489/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661489/2021/3/1/ec495192-cb61-45fe-9c6a-98f3b2a6d94c1614601487034-Biotique-Unisex-Bio-Peach-Clarifying--Refining-Peel-Off-Mask-1.jpg",unisex,13+
mask-and-peel,glamveda activated charcoal peel off mask 100 gm,glamveda,₹ 240,https://www.myntra.com/mask-and-peel/glamveda/glamveda-activated-charcoal-peel-off-mask-100-gm/15100374/buy,all,whiteheads,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15100374/2021/8/10/184ed3c9-bf96-41e5-b31a-61d666d8220a1628597453138GlamvedaActivatedCharcoalPeelOffMask1.jpg",unisex,13+
mask-and-peel,bio mud youthful firming revitalizing sustainable face pack 75 g,biotique,₹ 117,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-mud-youthful-firming-revitalizing-sustainable-face-pack-75-g/1661417/buy,all,wrinkles,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/1661417/2021/2/10/106b9fdf-e843-46ae-adb3-44c75aa4f0321612953584368BiotiqueBioMudYouthfulFirmingRevitalizingSustainableFacePack1.jpg",unisex,13+
mask-and-peel,bridal glow face pack for all skin types,nutriglow,₹ 292,https://www.myntra.com/mask-and-peel/nutriglow/nutriglow-bridal-glow-face-pack-for-all-skin-types/10375287/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2019/8/3/a4507482-f085-4861-ab50-e9527fb493f11564771106740-1.jpg",unisex,13+
mask-and-peel,facial ubtan soundarya 80g,forest essentials,₹ 1175,https://www.myntra.com/mask-and-peel/forest-essentials/forest-essentials-facial-ubtan-soundarya-80g/12680132/buy,all,"whiteheads, redness","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12680132/2021/8/11/d73c8850-7ac7-4787-9f20-9259fcba4b4a1628659204482ForestEssentialsSoundrayaFacialUbtan80g1.jpg",unisex,13+
mask-and-peel,acne control kit with face scrub - cappuccino coffee routine,mcaffeine,₹ 1259,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-acne-control-kit-with-face-scrub---cappuccino-coffee-routine/14483874/buy,all,"whiteheads, acne","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14483874/2021/8/16/21bc94e9-109b-45ae-87ba-1f22ba2e16781629088666423-MCaffeine-Acne-Control-Kit-with-Face-Scrub---Cappuccino-Coff-1.jpg",unisex,13+
mask-and-peel,set of 2 anti aging & anti wrinkle pink clay face mask 100 g,the beauty sailor,₹ 1473,https://www.myntra.com/mask-and-peel/the-beauty-sailor/the-beauty-sailor-set-of-2-anti-aging--anti-wrinkle-pink-clay-face-mask-100-g/14361062/buy,all,"wrinkles, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14361062/2021/5/22/30091ea9-d845-4713-800a-73ff774bd5221621671618055-The-Beauty-Sailor-Set-of-2-Anti-Aging--Anti-Wrinkle-Pink-Cla-1.jpg",unisex,13+
mask-and-peel,men night shot vitamin c brightening sheet masks -20 g,beardo,₹ 100,https://www.myntra.com/mask-and-peel/beardo/beardo-men-night-shot-vitamin-c-brightening-sheet-masks--20-g/14417712/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/14417712/2021/6/1/7a5ec2c5-04e9-4348-87d9-dfc4fd321e8f1622540134268-BEARDO-Men-Mask-and-Peel-11622540134121-1.jpg",men,13+
mask-and-peel,unisex pack of 10 copper & vitamin-c under eye mask - 50gm,bewakoof cosmos,₹ 700,https://www.myntra.com/mask-and-peel/bewakoof-cosmos/bewakoof-cosmos-unisex-pack-of-10-copper--vitamin-c-under-eye-mask---50gm/15532070/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15532070/2021/10/30/e3dec479-330c-41e1-ba51-e86af88869d71635566320215-BEWAKOOF-COSMOS-Unisex-Pack-of-10-Copper--Vitamin-C-Under-Ey-1.jpg",unisex,13+
mask-and-peel,glamveda turmeric tulsi anti pigmentation face pack,glamveda,₹ 240,https://www.myntra.com/mask-and-peel/glamveda/glamveda-turmeric-tulsi-anti-pigmentation-face-pack/14671522/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/productimage/2021/6/28/f90edff9-278e-45ac-bb98-9cbb6ec9bafd1624875888609-1.jpg",unisex,13+
mask-and-peel,a'pieu goblin blackhead 3-step nose sheet,apieu,₹ 135,https://www.myntra.com/mask-and-peel/apieu/apieu-goblin-blackhead-3-step-nose-sheet/15863454/buy,all,whiteheads,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15863454/2021/10/19/cc3c65b7-119c-4de1-873f-e5d243dbb5601634638916219APIEUGOBLINBLACKHEAD3-STEPNOSESHEET1.jpg",unisex,13+
mask-and-peel,ultimate sustainable ubtan de-tan kit,mamaearth,₹ 987,https://www.myntra.com/mask-and-peel/mamaearth/mamaearth-ultimate-sustainable-ubtan-de-tan-kit/11950342/buy,all,redness,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/11950342/2020/10/9/9663b33b-b1dd-451b-838b-d605e8b05c1c1602266991313MamaearthUltimateUbtanDe-TanKit1.jpg",unisex,13+
mask-and-peel,radiance boost niacinamide sleeping masque - 40gm,glamveda,₹ 240,https://www.myntra.com/mask-and-peel/glamveda/glamveda-radiance-boost-niacinamide-sleeping-masque---40gm/15272208/buy,all,redness,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15272208/2021/8/27/2b982f00-a139-42d8-84a1-09880a5d05811630039034830GlamvedaRadianceBoostNiacinamideSleepingMasque40gm1.jpg",unisex,13+
mask-and-peel,kumkumadi saffron anti-ageing face pack for anti-pigmentation&brightening-120g,bioayurveda,₹ 100,https://www.myntra.com/mask-and-peel/bioayurveda/bioayurveda-kumkumadi-saffron-anti-ageing-face-pack-for-anti-pigmentationbrightening-120g/15645484/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15645484/2021/9/28/e70d610f-8609-4d00-bb51-4af4cc4f38c91632811971281MaskandPeel1.jpg",unisex,13+
mask-and-peel,coffee skin refining kit - set of 2,mcaffeine,₹ 785,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-coffee-skin-refining-kit---set-of-2/12860670/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12860670/2020/12/10/ea1380e9-6173-420b-b597-584b1542038c1607572750249-MCaffeine-Coffee-Skin-Refining-Kit-7141607572748119-1.jpg",unisex,13+
mask-and-peel,acne solution tea tree clay masque - 40 gm,glamveda,₹ 240,https://www.myntra.com/mask-and-peel/glamveda/glamveda-acne-solution-tea-tree-clay-masque---40-gm/15272204/buy,all,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15272204/2021/8/26/2c774340-ad4d-42a6-8665-7e732f855e801629989184270GlamvedaAcneSolutionTeaTreeClayMasque40gm1.jpg",unisex,13+
mask-and-peel,men de-tan peel-off mask 100 g,beardo,₹ 251,https://www.myntra.com/mask-and-peel/beardo/beardo-men-de-tan-peel-off-mask-100-g/10244855/buy,all,whiteheads,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/10244855/2021/8/11/bc70a051-832b-40d9-ae91-299721d525371628671489580BEARDOMenDe-TanPeel-OffMask100g1.jpg",men,13+
mask-and-peel,unisex pack of 5 copper & vitamin-c under eye mask 15gm,bewakoof cosmos,₹ 374,https://www.myntra.com/mask-and-peel/bewakoof-cosmos/bewakoof-cosmos-unisex-pack-of-5-copper--vitamin-c-under-eye-mask-15gm/15532062/buy,all,dark spots,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15532062/2021/10/30/fb616e52-9ed6-4658-bff7-67168438ffa11635566261577-BEWAKOOF-COSMOS-Unisex-Pack-of-5-Copper--Vitamin-C-Under-Eye-1.jpg",unisex,13+
mask-and-peel,advanced organics tea tree skin clearing clay face mask 70 g,biotique,₹ 147,https://www.myntra.com/mask-and-peel/biotique/biotique-advanced-organics-tea-tree-skin-clearing-clay-face-mask-70-g/12678956/buy,oily,acne,"https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/12678956/2020/10/9/b29a15a5-56b0-4cdf-8543-edcd88acd15a1602216142422-Biotique-Advanced-Organics-Tea-Tree-Skin-Clearing-Clay-Mask--1.jpg",unisex,13+
mask-and-peel,unisex vitamin c clay mask 100 gm,khadi essentials,₹ 521,https://www.myntra.com/mask-and-peel/khadi-essentials/khadi-essentials-unisex-vitamin-c-clay-mask-100-gm/15378666/buy,all,"wrinkles, acne, dark spots","https://assets.myntassets.com/h_720,q_90,w_540/v1/assets/images/15378666/2021/9/6/98f403da-291c-47e6-8327-3764b91716071630933741751KhadiEssentialsVitaminCClayMaskwithVitaminEHyaluronicAcidfor1.jpg",unisex,13+
